match_id,date,city,winner,winner_method,winner_margin,total_overs,player_of_match,team1,team2,team1_players,team2_players,first_bat,first_ball,venue,inning,over,deliveries,batter,bowler,runs_batter,extras,total_runs,wicket_player_out,wicket_kind
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,3,2,S Ravikumar,R Ankad,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,3,3,S Ravikumar,R Ankad,1,0,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,3,4,G Murali,R Ankad,1,0,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,3,5,S Ravikumar,R Ankad,1,0,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,3,6,G Murali,R Ankad,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,4,1,S Ravikumar,Shoaib Rafiq,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,4,2,S Ravikumar,Shoaib Rafiq,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,4,3,S Ravikumar,Shoaib Rafiq,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,4,4,S Ravikumar,Shoaib Rafiq,0,1,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,4,5,S Ravikumar,Shoaib Rafiq,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,4,6,S Ravikumar,Shoaib Rafiq,1,0,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,4,7,G Murali,Shoaib Rafiq,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,5,1,S Ravikumar,R Ankad,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,5,2,S Ravikumar,R Ankad,2,0,2,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,5,3,S Ravikumar,R Ankad,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,5,4,S Ravikumar,R Ankad,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,5,5,S Ravikumar,R Ankad,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,5,6,S Ravikumar,R Ankad,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,6,1,G Murali,Pratik Singh Bais,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,6,2,G Murali,Pratik Singh Bais,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,6,3,G Murali,Pratik Singh Bais,1,0,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,6,4,S Ravikumar,Pratik Singh Bais,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,6,5,S Ravikumar,Pratik Singh Bais,0,0,0,S Ravikumar,bowled
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,6,6,YJC Altamirano,Pratik Singh Bais,0,0,0,YJC Altamirano,bowled
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,7,1,G Murali,Shashikant Laxman,1,0,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,7,2,S Pillai,Shashikant Laxman,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,7,3,S Pillai,Shashikant Laxman,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,7,4,S Pillai,Shashikant Laxman,4,0,4,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,7,5,S Pillai,Shashikant Laxman,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,7,6,S Pillai,Shashikant Laxman,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,8,1,G Murali,Pratik Singh Bais,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,8,2,G Murali,Pratik Singh Bais,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,8,3,G Murali,Pratik Singh Bais,1,0,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,8,4,S Pillai,Pratik Singh Bais,0,0,0,S Pillai,bowled
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,8,5,RR Saun,Pratik Singh Bais,0,1,1,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,8,6,G Murali,Pratik Singh Bais,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,9,1,RR Saun,Shashikant Laxman,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,9,2,RR Saun,Shashikant Laxman,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,9,3,RR Saun,Shashikant Laxman,0,0,0,,
T20I # 167,2010-05-08,Barbados,New Zealand,runs,1,20,['IG Butler'],New Zealand,Pakistan,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",New Zealand,Pakistan,"Kensington Oval, Bridgetown",Costa Rica,9,4,RR Saun,Shashikant Laxman,0,1,1,,
