match_id,first_bat_team,second_bat_team,url,first_bat_team_players,second_bat_team_players
T20I # 1437,Tanzania,Kenya,/series/icc-men-s-t20-world-cup-africa-region-qualifier-2021-22-1289037/kenya-vs-tanzania-7th-match-1289048/full-scorecard,"['Abhik Patwa', 'Ivan Selemani', 'Arshan Jasani', 'Kassim Nassoro', 'Jitin Singh', 'Nasibu Mapunda', 'SanjayKumar Thakor', 'Riziki Kiseto', 'Salum Jumbe', 'Harsheed Chohan', 'Ally Kimote']","['Rushab Patel', 'Alex Obanda', 'Irfan Karim', 'Collins Obuya', 'Rakep Patel', 'Sukhdeep Singh', 'Shem Ngoche', 'Emmanuel Bundi', 'Elijah Otieno', 'Nehemiah Odhiambo', 'Vraj Patel']"
T20I # 1438,Nigeria,Uganda,/series/icc-men-s-t20-world-cup-africa-region-qualifier-2021-22-1289037/nigeria-vs-uganda-8th-match-1289049/full-scorecard,"['Ademola Onikoyi', 'Ashmit Shreshta', 'Joshua Ayannaike', 'Sesan Adedeji', 'Isaac Okpe', 'Peter Aho', 'Daniel Gim', 'Samuel Mba', 'Mohameed Taiwo', 'Ridwan Abdulkareem', 'Prosper Useni']","['Saud Islam', 'Simon Ssesazi', 'Ronak Patel', 'Riazat Ali Shah', 'Dinesh Nakrani', 'Frank Akankwasa', 'Deusdedit Muhumuza', 'Brian Masaba', 'Fred Achelam', 'Frank Nsubuga', 'Henry Ssenyondo']"
T20I # 1435,Tanzania,Uganda,/series/icc-men-s-t20-world-cup-africa-region-qualifier-2021-22-1289037/tanzania-vs-uganda-5th-match-1289046/full-scorecard,"['Abhik Patwa', 'Ivan Selemani', 'Arshan Jasani', 'Jitin Singh', 'Kassim Nassoro', 'Harsheed Chohan', 'Riziki Kiseto', 'SanjayKumar Thakor', 'Salum Jumbe', 'Ally Kimote', 'Nasibu Mapunda']","['Saud Islam', 'Simon Ssesazi', 'Ronak Patel', 'Dinesh Nakrani', 'Riazat Ali Shah', 'Frank Akankwasa', 'Deusdedit Muhumuza', 'Brian Masaba', 'Fred Achelam', 'Frank Nsubuga', 'Bilal Hassan']"
T20I # 1436,Nigeria,Kenya,/series/icc-men-s-t20-world-cup-africa-region-qualifier-2021-22-1289037/kenya-vs-nigeria-6th-match-1289047/full-scorecard,"['Ademola Onikoyi', 'Ashmit Shreshta', 'Joshua Ayannaike', 'Sesan Adedeji', 'Daniel Gim', 'Isaac Okpe', 'Samuel Mba', 'Peter Aho', 'Prosper Useni', 'Chima Akachukwu', 'Ridwan Abdulkareem']","['Gurdeep Singh', 'Alex Obanda', 'Irfan Karim', 'Rushab Patel', 'Rakep Patel', 'Collins Obuya', 'Shem Ngoche', 'Sukhdeep Singh', 'Nehemiah Odhiambo', 'Emmanuel Bundi', 'Eugene Ochieng']"
T20I # 1434,New Zealand,India,/series/new-zealand-in-india-2021-22-1278658/india-vs-new-zealand-1st-t20i-1278671/full-scorecard,"['Martin Guptill', 'Daryl Mitchell', 'Mark Chapman', 'Glenn Phillips', 'Tim Seifert', 'Rachin Ravindra', 'Mitchell Santner', 'Tim Southee', 'Todd Astle', 'Lockie Ferguson', 'Trent Boult']","['KL Rahul', 'Rohit Sharma', 'Suryakumar Yadav', 'Rishabh Pant', 'Shreyas Iyer', 'Venkatesh Iyer', 'Axar Patel', 'Ravichandran Ashwin', 'Bhuvneshwar Kumar', 'Deepak Chahar', 'Mohammed Siraj']"
T20I # 1432,Uganda,Nigeria,/series/icc-men-s-t20-world-cup-africa-region-qualifier-2021-22-1289037/nigeria-vs-uganda-3rd-match-1289044/full-scorecard,"['Saud Islam', 'Simon Ssesazi', 'Ronak Patel', 'Deusdedit Muhumuza', 'Riazat Ali Shah', 'Brian Masaba', 'Dinesh Nakrani', 'Frank Akankwasa', 'Fred Achelam', 'Frank Nsubuga', 'Henry Ssenyondo']","['Ademola Onikoyi', 'Ashmit Shreshta', 'Joshua Ayannaike', 'Sesan Adedeji', 'Isaac Okpe', 'Prosper Useni', 'Ridwan Abdulkareem', 'Sylvester Okpe', 'Peter Aho', 'Samuel Mba', 'Daniel Gim']"
T20I # 1433,Tanzania,Kenya,/series/icc-men-s-t20-world-cup-africa-region-qualifier-2021-22-1289037/kenya-vs-tanzania-4th-match-1289045/full-scorecard,"['Abhik Patwa', 'Ivan Selemani', 'Arshan Jasani', 'Jitin Singh', 'Kassim Nassoro', 'Harsheed Chohan', 'Salum Jumbe', 'SanjayKumar Thakor', 'Ally Kimote', 'Riziki Kiseto', 'Nasibu Mapunda']","['Gurdeep Singh', 'Alex Obanda', 'Irfan Karim', 'Collins Obuya', 'Rakep Patel', 'Rushab Patel', 'Shem Ngoche', 'Eugene Ochieng', 'Nehemiah Odhiambo', 'Emmanuel Bundi', 'Elijah Otieno']"
T20I # 1430,Nigeria,Tanzania,/series/icc-men-s-t20-world-cup-africa-region-qualifier-2021-22-1289037/nigeria-vs-tanzania-1st-match-1289042/full-scorecard,"['Ashmit Shreshta', 'Segun Olayinka', 'Ademola Onikoyi', 'Sesan Adedeji', 'Daniel Gim', 'Isaac Okpe', 'Sylvester Okpe', 'Peter Aho', 'Chima Akachukwu', 'Ridwan Abdulkareem', 'Prosper Useni']","['Abhik Patwa', 'Ivan Selemani', 'Jatinkumar Darji', 'Jitin Singh', 'Kassim Nassoro', 'Harsheed Chohan', 'Riziki Kiseto', 'Salum Jumbe', 'Ally Kimote', 'Nasibu Mapunda', 'SanjayKumar Thakor']"
T20I # 1431,Kenya,Uganda,/series/icc-men-s-t20-world-cup-africa-region-qualifier-2021-22-1289037/kenya-vs-uganda-2nd-match-1289043/full-scorecard,"['Gurdeep Singh', 'Alex Obanda', 'Irfan Karim', 'Collins Obuya', 'Rakep Patel', 'Rushab Patel', 'Shem Ngoche', 'Sukhdeep Singh', 'Nehemiah Odhiambo', 'Emmanuel Bundi', 'Elijah Otieno']","['Saud Islam', 'Simon Ssesazi', 'Ronak Patel', 'Deusdedit Muhumuza', 'Riazat Ali Shah', 'Brian Masaba', 'Dinesh Nakrani', 'Frank Akankwasa', 'Fred Achelam', 'Frank Nsubuga', 'Bilal Hassan']"
T20I # 1429,Argentina,Bermuda,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/argentina-vs-bermuda-21st-match-1286687/full-scorecard,"['Pedro Baron', 'Lautaro Musiani', 'Alejandro Ferguson', 'Ramiro Escobar', 'Martin Siri', 'Pedro Bruno', 'Alan\tKirschbaum', 'Hernan Fennell', 'Esteban Nino', 'Tomas Rossi', 'Agustin Husain']","['Tre Manders', 'Allan Douglas', 'Delray Rawlins', 'Kamau Leverock', 'Onias Bascome', 'Macai Simmons', 'Okera Bascome', 'Dion Stovell', 'Rodney Trott', 'Zeko Burgess', 'Kyle Hodsoll']"
T20I # 1428,New Zealand,Australia,/series/icc-men-s-t20-world-cup-2021-22-1267897/australia-vs-new-zealand-final-1273756/full-scorecard,"['Martin Guptill', 'Daryl Mitchell', 'Kane Williamson', 'Glenn Phillips', 'James Neesham', 'Tim Seifert', 'Mitchell Santner', 'Adam Milne', 'Tim Southee', 'Ish Sodhi', 'Trent Boult']","['David Warner', 'Aaron Finch', 'Mitchell Marsh', 'Glenn Maxwell', 'Steven Smith', 'Marcus Stoinis', 'Matthew Wade', 'Pat Cummins', 'Mitchell Starc', 'Adam Zampa', 'Josh Hazlewood']"
T20I # 1427,Canada,Panama,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/canada-vs-panama-20th-match-1286686/full-scorecard,"['Rayyan Pathan', 'Navneet Dhaliwal', 'Hamza Tariq', 'Junaid Siddiqui', 'Harsh Thaker', 'Ravinderpal Singh', 'Dillon Heyliger', 'Rishiv Joshi', 'Saad Bin Zafar', 'Salman Nazar', 'Shreyas Movva']","['Salim Guzman', 'Rizwan Mangera', 'Mahmud Jasat', 'Irfan Hafejee', 'Yusuf Ebrahim', 'Dineshbhai Ahir', 'Mohmad Sohel Patel', 'Yusuf Bhoola', 'Nikunj Ahir', 'Abdullah Jasat', 'Khengar Bhal Ahir']"
T20I # 1425,Panama,Bahamas,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/bahamas-vs-panama-18th-match-1286684/full-scorecard,"['Salim Guzman', 'Mohmad Sohel Patel', 'Yusuf Ebrahim', 'Irfan Hafejee', 'Mahmud Jasat', 'Anilkumar Natubhai Ahir', 'Dineshbhai Ahir', 'Abdullah Jasat', 'Yusuf Bhoola', 'Nikunj Ahir', 'Aslam Doria']","['Marc Taylor', 'Gregory Taylor', 'Jonathan Barry', 'Kervon Hinds', 'Jagnauth Jagroo', 'Renford Davson', 'Orlando Stewart', 'Marlon Graham', 'Sandeep Goud', 'Everette Haven', 'Roderick Mitchell']"
T20I # 1426,Argentina,Canada,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/argentina-vs-canada-19th-match-1286685/full-scorecard,"['Pedro Baron', 'Lautaro Musiani', 'Alejandro Ferguson', 'Alan\tKirschbaum', 'Martin Siri', 'Ramiro Escobar', 'Pedro Bruno', 'Tomas Rossi', 'Hernan Fennell', 'Agustin Husain', 'Jonathan Hurley']","['Rayyan Pathan', 'Navneet Dhaliwal', 'Ravinderpal Singh', 'Cecil Pervez', 'Dillon Heyliger', 'Hamza Tariq', 'Harsh Thaker', 'Jatinderpal Matharu', 'Junaid Siddiqui', 'Saad Bin Zafar', 'Salman Nazar']"
T20I # 1423,Bahamas,U.S.A.,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/bahamas-vs-united-states-of-america-16th-match-1286682/full-scorecard,"['Marc Taylor', 'Gregory Taylor', 'Jonathan Barry', 'Kervon Hinds', 'Jagnauth Jagroo', 'Marlon Graham', 'Sandeep Goud', 'Everette Haven', 'Bhumeshwar Jagroo', 'Roderick Mitchell', 'Antonio Harris']","['Ian Holland', 'Aaron Jones', 'Steven Taylor', 'Jaskaran Malhotra', 'Gajanand Singh', 'Nisarg Patel', 'Saurabh Netravalkar', 'Elmore Hutchinson', 'Xavier Marshall', 'Monank Patel', 'Trinson Carmichael']"
T20I # 1424,Belize,Bermuda,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/belize-vs-bermuda-17th-match-1286683/full-scorecard,"['Kenton Young', 'Travis Samuels', 'Cornel Brown', 'Keagan Tillett', 'Andrew Banner', 'Maurice Castillo', ""T'shaka Patterson"", 'Bernan Stephenson', 'Garret Banner', 'Glenford Banner', 'Aaron Muslar']","['Tre Manders', 'Allan Douglas', 'Delray Rawlins', 'Onias Bascome', 'Kamau Leverock', 'Dominic Sabir', 'Macai Simmons', 'Okera Bascome', 'Dion Stovell', 'Rodney Trott', 'Jabari Darrell']"
T20I # 1421,Bermuda,Panama,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/bermuda-vs-panama-14th-match-1286680/full-scorecard,"['Tre Manders', 'Allan Douglas', 'Delray Rawlins', 'Dion Stovell', 'Kamau Leverock', 'Okera Bascome', 'Onias Bascome', 'Dominic Sabir', 'Malachi Jones', 'Rodney Trott', 'Kyle Hodsoll']","['Mohmad Sohel Patel', 'Mahmud Jasat', 'Anilkumar Natubhai Ahir', 'Irfan Hafejee', 'Yusuf Ebrahim', 'Aslam Doria', 'Rizwan Mangera', 'Abdullah Jasat', 'Nikunj Ahir', 'Yusuf Bhoola', 'Khengar Bhal Ahir']"
T20I # 1422,Argentina,U.S.A.,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/argentina-vs-united-states-of-america-15th-match-1286681/full-scorecard,"['Pedro Baron', 'Lautaro Musiani', 'Alejandro Ferguson', 'Alan\tKirschbaum', 'Martin Siri', 'Ramiro Escobar', 'Pedro Bruno', 'Tomas Rossi', 'Hernan Fennell', 'Jonathan Hurley', 'Bruno Angeletti']","['Jaskaran Malhotra', 'Gajanand Singh', 'Xavier Marshall', 'Aaron Jones', 'Monank Patel', 'Steven Taylor', 'Nisarg Patel', 'Elmore Hutchinson', 'Ian Holland', 'Rusty Theron', 'Trinson Carmichael']"
T20I # 1420,Pakistan,Australia,/series/icc-men-s-t20-world-cup-2021-22-1267897/australia-vs-pakistan-2nd-semi-final-1273755/full-scorecard,"['Mohammad Rizwan', 'Babar Azam', 'Fakhar Zaman', 'Asif Ali', 'Shoaib Malik', 'Mohammad Hafeez', 'Shadab Khan', 'Imad Wasim', 'Hasan Ali', 'Haris Rauf', 'Shaheen Shah Afridi']","['David Warner', 'Aaron Finch', 'Mitchell Marsh', 'Steven Smith', 'Glenn Maxwell', 'Marcus Stoinis', 'Matthew Wade', 'Pat Cummins', 'Mitchell Starc', 'Adam Zampa', 'Josh Hazlewood']"
T20I # 1418,Canada,Bermuda,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/bermuda-vs-canada-12th-match-1286678/full-scorecard,"['Rayyan Pathan', 'Hiral Patel', 'Navneet Dhaliwal', 'Ravinderpal Singh', 'Saad Bin Zafar', 'Hamza Tariq', 'Harsh Thaker', 'Cecil Pervez', 'Dillon Heyliger', 'Jatinderpal Matharu', 'Salman Nazar']","['Tre Manders', 'Allan Douglas', 'Delray Rawlins', 'Dion Stovell', 'Kamau Leverock', 'Onias Bascome', 'Macai Simmons', 'Okera Bascome', 'Malachi Jones', 'Zeko Burgess', 'Rodney Trott']"
T20I # 1419,Bahamas,Belize,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/bahamas-vs-belize-13th-match-1286679/full-scorecard,"['Marc Taylor', 'Gregory Irvin', 'Gregory Taylor', 'Jonathan Barry', 'Kervon Hinds', 'Orlando Stewart', 'Sandeep Goud', 'Jagnauth Jagroo', 'Marlon Graham', 'Everette Haven', 'Bhumeshwar Jagroo']","['Kenton Young', 'Andrew Banner', 'Maurice Castillo', 'Glenford Banner', 'Keagan Tillett', 'Bernan Stephenson', 'Garret Banner', 'Aaron Muslar', 'Travis Stephenson', 'Winford Broaster', 'Muhammad Zaghlool']"
T20I # 1416,Canada,U.S.A.,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/canada-vs-united-states-of-america-10th-match-1286674/full-scorecard,"['Hiral Patel', 'Rayyan Pathan', 'Navneet Dhaliwal', 'Ravinderpal Singh', 'Hamza Tariq', 'Dillon Heyliger', 'Cecil Pervez', 'Harsh Thaker', 'Jatinderpal Matharu', 'Saad Bin Zafar', 'Salman Nazar']","['Steven Taylor', 'Monank Patel', 'Xavier Marshall', 'Aaron Jones', 'Ian Holland', 'Nisarg Patel', 'Jaskaran Malhotra', 'Karima Gore', 'Rusty Theron', 'Ali Khan', 'Saurabh Netravalkar']"
T20I # 1417,Argentina,Panama,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/argentina-vs-panama-11th-match-1286676/full-scorecard,"['Pedro Baron', 'Ramiro Escobar', 'Pedro Bruno', 'Alan\tKirschbaum', 'Martin Siri', 'Tomas Rossi', 'Alejandro Ferguson', 'Esteban Nino', 'Hernan Fennell', 'Augusto Mustafa', 'Agustin Husain']","['Salim Guzman', 'Rizwan Mangera', 'Yusuf Bhoola', 'Mahmud Jasat', 'Yusuf Ebrahim', 'Irfan Hafejee', 'Anilkumar Natubhai Ahir', 'Dineshbhai Ahir', 'Abdullah Jasat', 'Khengar Bhal Ahir', 'Nikunj Ahir']"
T20I # 1415,England,New Zealand,/series/icc-men-s-t20-world-cup-2021-22-1267897/england-vs-new-zealand-1st-semi-final-1273754/full-scorecard,"['Jos Buttler', 'Jonny Bairstow', 'Dawid Malan', 'Moeen Ali', 'Liam Livingstone', 'Eoin Morgan', 'Sam Billings', 'Chris Woakes', 'Chris Jordan', 'Adil Rashid', 'Mark Wood']","['Martin Guptill', 'Daryl Mitchell', 'Kane Williamson', 'Devon Conway', 'Glenn Phillips', 'James Neesham', 'Mitchell Santner', 'Adam Milne', 'Tim Southee', 'Ish Sodhi', 'Trent Boult']"
T20I # 1413,Bermuda,Bahamas,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/bahamas-vs-bermuda-8th-match-1286677/full-scorecard,"['Tre Manders', 'Allan Douglas', 'Delray Rawlins', 'Kamau Leverock', 'Onias Bascome', 'Malachi Jones', 'Zeko Burgess', 'Dion Stovell', 'Okera Bascome', 'Kyle Hodsoll', 'Rodney Trott']","['Marc Taylor', 'Jagnauth Jagroo', 'Marlon Graham', 'Gregory Taylor', 'Jonathan Barry', 'Kervon Hinds', 'Orlando Stewart', 'Everette Haven', 'Sandeep Goud', 'Roderick Mitchell', 'Bhumeshwar Jagroo']"
T20I # 1414,Argentina,Belize,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/argentina-vs-belize-9th-match-1286675/full-scorecard,"['Pedro Baron', 'Lautaro Musiani', 'Alejandro Ferguson', 'Alan\tKirschbaum', 'Martin Siri', 'Ramiro Escobar', 'Hernan Fennell', 'Jonathan Hurley', 'Pedro Bruno', 'Tomas Rossi', 'Agustin Husain']","['Aaron Muslar', 'Kenton Young', 'Andrew Banner', 'Travis Samuels', 'Cornel Brown', 'Bernan Stephenson', ""T'shaka Patterson"", 'Glenford Banner', 'Maurice Castillo', 'Garret Banner', 'Nathan Banner']"
T20I # 1411,Belize,Panama,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/belize-vs-panama-6th-match-1286672/full-scorecard,"['Aaron Muslar', 'Andrew Banner', 'Maurice Castillo', 'Bernan Stephenson', 'Glenford Banner', 'Kenton Young', 'Travis Samuels', 'Garret Banner', 'Nathan Banner', 'Keagan Tillett', 'Travis Stephenson']","['Salim Guzman', 'Yusuf Bhoola', 'Anilkumar Natubhai Ahir', 'Yusuf Ebrahim', 'Irfan Hafejee', 'Mohmad Sohel Patel', 'Dineshbhai Ahir', 'Mahmud Jasat', 'Abdullah Jasat', 'Khengar Bhal Ahir', 'Nikunj Ahir']"
T20I # 1412,U.S.A.,Bermuda,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/bermuda-vs-united-states-of-america-7th-match-1286673/full-scorecard,"['Steven Taylor', 'Monank Patel', 'Xavier Marshall', 'Aaron Jones', 'Jaskaran Malhotra', 'Ian Holland', 'Nisarg Patel', 'Karima Gore', 'Ali Khan', 'Rusty Theron', 'Saurabh Netravalkar']","['Tre Manders', 'Allan Douglas', 'Dion Stovell', 'Delray Rawlins', 'Kamau Leverock', 'Malachi Jones', 'Onias Bascome', 'Macai Simmons', 'Okera Bascome', 'Dominic Sabir', 'Rodney Trott']"
T20I # 1410,Namibia,India,/series/icc-men-s-t20-world-cup-2021-22-1267897/india-vs-namibia-42nd-match-group-2-1273753/full-scorecard,"['Stephan Baard', 'Michael van Lingen', 'Craig Williams', 'Gerhard Erasmus', 'Jan Nicol Loftie-Eaton', 'David Wiese', 'JJ Smit', 'Zane Green', 'Jan Frylinck', 'Ruben Trumpelmann', 'Bernard Scholtz']","['KL Rahul', 'Rohit Sharma', 'Suryakumar Yadav', 'Virat Kohli', 'Rishabh Pant', 'Hardik Pandya', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Mohammed Shami', 'Jasprit Bumrah', 'Rahul Chahar']"
T20I # 1408,Canada,Belize,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/belize-vs-canada-4th-match-1286670/full-scorecard,"['Hiral Patel', 'Rayyan Pathan', 'Navneet Dhaliwal', 'Ravinderpal Singh', 'Hamza Tariq', 'Saad Bin Zafar', 'Dillon Heyliger', 'Cecil Pervez', 'Harsh Thaker', 'Jatinderpal Matharu', 'Junaid Siddiqui']","['Aaron Muslar', 'Glenford Banner', 'Travis Samuels', 'Cornel Brown', 'Kenton Young', ""T'shaka Patterson"", 'Bernan Stephenson', 'Keagan Tillett', 'Muhammad Zaghlool', 'Garret Banner', 'Andrew Banner']"
T20I # 1409,Bahamas,Argentina,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/argentina-vs-bahamas-5th-match-1286671/full-scorecard,"['Marc Taylor', 'Jagnauth Jagroo', 'Marlon Graham', 'Gregory Taylor', 'Jonathan Barry', 'Renford Davson', 'Kervon Hinds', 'Orlando Stewart', 'Everette Haven', 'Bhumeshwar Jagroo', 'Roderick Mitchell']","['Pedro Baron', 'Lautaro Musiani', 'Alejandro Ferguson', 'Alan\tKirschbaum', 'Martin Siri', 'Tomas Rossi', 'Pedro Bruno', 'Ramiro Escobar', 'Jonathan Hurley', 'Hernan Fennell', 'Agustin Husain']"
T20I # 1407,Panama,U.S.A.,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/panama-vs-united-states-of-america-3rd-match-1286669/full-scorecard,"['Salim Guzman', 'Rizwan Mangera', 'Anilkumar Natubhai Ahir', 'Yusuf Ebrahim', 'Mahmud Jasat', 'Irfan Hafejee', 'Mohmad Sohel Patel', 'Dineshbhai Ahir', 'Abdullah Jasat', 'Khengar Bhal Ahir', 'Aslam Doria']","['Jaskaran Malhotra', 'Xavier Marshall', 'Aaron Jones', 'Ian Holland', 'Gajanand Singh', 'Nisarg Patel', 'Steven Taylor', 'Ali Khan', 'Karima Gore', 'Monank Patel', 'Saurabh Netravalkar']"
T20I # 1406,Pakistan,Scotland,/series/icc-men-s-t20-world-cup-2021-22-1267897/pakistan-vs-scotland-41st-match-group-2-1273752/full-scorecard,"['Mohammad Rizwan', 'Babar Azam', 'Fakhar Zaman', 'Mohammad Hafeez', 'Shoaib Malik', 'Asif Ali', 'Shadab Khan', 'Imad Wasim', 'Hasan Ali', 'Haris Rauf', 'Shaheen Shah Afridi']","['George Munsey', 'Kyle Coetzer', 'Matthew Cross', 'Richie Berrington', 'Dylan Budge', 'Michael Leask', 'Chris Greaves', 'Mark Watt', 'Safyaan Sharif', 'Brad Wheal', 'Hamza Tahir']"
T20I # 1404,Belize,U.S.A.,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/belize-vs-united-states-of-america-1st-match-1286667/full-scorecard,"['Aaron Muslar', 'Andrew Banner', 'Kenton Young', 'Glenford Banner', 'Cornel Brown', 'Bernan Stephenson', 'Maurice Castillo', 'Keagan Tillett', 'Garret Banner', 'Travis Stephenson', 'Travis Samuels']","['Steven Taylor', 'Monank Patel', 'Gajanand Singh', 'Nisarg Patel', 'Aaron Jones', 'Xavier Marshall', 'Karima Gore', 'Jaskaran Malhotra', 'Saurabh Netravalkar', 'Rusty Theron', 'Ian Holland']"
T20I # 1405,Canada,Bahamas,/series/icc-men-s-t20-world-cup-americas-region-qualifier-2021-22-1286658/bahamas-vs-canada-2nd-match-1286668/full-scorecard,"['Hiral Patel', 'Rayyan Pathan', 'Navneet Dhaliwal', 'Ravinderpal Singh', 'Saad Bin Zafar', 'Hamza Tariq', 'Dillon Heyliger', 'Cecil Pervez', 'Harsh Thaker', 'Jatinderpal Matharu', 'Junaid Siddiqui']","['Marc Taylor', 'Jagnauth Jagroo', 'Marlon Graham', 'Gregory Taylor', 'Jonathan Barry', 'Kervon Hinds', 'Orlando Stewart', 'Everette Haven', 'Renford Davson', 'Gregory Irvin', 'Roderick Mitchell']"
T20I # 1403,Tanzania,Botswana,/series/icc-men-s-t20-world-cup-sub-regional-africa-a-2021-22-1283591/botswana-vs-tanzania-10th-match-group-b-1283051/full-scorecard,"['Abhik Patwa', 'Ivan Selemani', 'Jatinkumar Darji', 'Jitin Singh', 'Kassim Nassoro', 'Salum Jumbe', 'Harsheed Chohan', 'SanjayKumar Thakor', 'Ally Kimote', 'Riziki Kiseto', 'Nasibu Mapunda']","['Tharindu Perera', 'Reginald Nehonde', 'James Moses', 'Karabo Motlhanka', 'Vinoo Balakrishnan', 'Valentine Mbazo', 'Adithiya Rangaswamy', 'Phemelo Silas', 'Thatayaone Tshose', 'Mmoloki Mooketsi', 'Dhruvkumar Maisuria']"
T20I # 1402,Afghanistan,New Zealand,/series/icc-men-s-t20-world-cup-2021-22-1267897/afghanistan-vs-new-zealand-40th-match-group-2-1273751/full-scorecard,"['Hazratullah Zazai', 'Mohammad Shahzad', 'Rahmanullah Gurbaz', 'Gulbadin Naib', 'Najibullah Zadran', 'Mohammad Nabi', 'Karim Janat', 'Rashid Khan', 'Mujeeb Ur Rahman', 'Naveen-ul-Haq', 'Hamid Hassan']","['Martin Guptill', 'Daryl Mitchell', 'Kane Williamson', 'Devon Conway', 'Glenn Phillips', 'James Neesham', 'Mitchell Santner', 'Adam Milne', 'Tim Southee', 'Ish Sodhi', 'Trent Boult']"
T20I # 1401,Cameroon,Sierra Leone,/series/icc-men-s-t20-world-cup-sub-regional-africa-a-2021-22-1283591/cameroon-vs-sierra-leone-9th-match-group-b-1283050/full-scorecard,"['Protais Abanda', 'Roland Amah', 'Bruno Toube', 'Dipita Loic', 'Julien Abega', 'Idriss Tchakou', 'Alain Toube', 'Maxwell Fru', 'Faustin Mpegna', 'Charles Ondoa', 'Narcisse Ndouteng']","['Samuel Conteh', 'John Bangura', 'George Sesay', 'Zahid Khan', 'Arvind Kerai', 'Lansana Lamin', 'Ibrahim Mansaray', 'Abu Kamara', 'Solomon Williams', 'Edmond Ernest', 'Chernoh Bah']"
T20I # 1400,South Africa,England,/series/icc-men-s-t20-world-cup-2021-22-1267897/england-vs-south-africa-39th-match-group-1-1273750/full-scorecard,"['Reeza Hendricks', 'Quinton de Kock', 'Rassie van der Dussen', 'Aiden Markram', 'Temba Bavuma', 'David Miller', 'Dwaine Pretorius', 'Kagiso Rabada', 'Keshav Maharaj', 'Anrich Nortje', 'Tabraiz Shamsi']","['Jason Roy', 'Jos Buttler', 'Moeen Ali', 'Jonny Bairstow', 'Dawid Malan', 'Liam Livingstone', 'Eoin Morgan', 'Chris Woakes', 'Chris Jordan', 'Adil Rashid', 'Mark Wood']"
T20I # 1399,Tanzania,Cameroon,/series/icc-men-s-t20-world-cup-sub-regional-africa-a-2021-22-1283591/cameroon-vs-tanzania-8th-match-group-b-1283049/full-scorecard,"['Abhik Patwa', 'Ivan Selemani', 'Jatinkumar Darji', 'Jitin Singh', 'Arshan Jasani', 'Kassim Nassoro', 'SanjayKumar Thakor', 'Omary Kitunda', 'Zamoyoni Jabeneke', 'Ally Kimote', 'Riziki Kiseto']","['Protais Abanda', 'Roland Amah', 'Bruno Toube', 'Alexis Balla', 'Dipita Loic', 'Julien Abega', 'Idriss Tchakou', 'Alain Toube', 'Maxwell Fru', 'Charles Ondoa', 'Faustin Mpegna']"
T20I # 1398,West Indies,Australia,/series/icc-men-s-t20-world-cup-2021-22-1267897/australia-vs-west-indies-38th-match-group-1-1273749/full-scorecard,"['Chris Gayle', 'Evin Lewis', 'Nicholas Pooran', 'Roston Chase', 'Shimron Hetmyer', 'Kieron Pollard', 'Dwayne Bravo', 'Andre Russell', 'Jason Holder', 'Hayden Walsh', 'Akeal Hosein']","['David Warner', 'Aaron Finch', 'Mitchell Marsh', 'Glenn Maxwell', 'Steven Smith', 'Marcus Stoinis', 'Matthew Wade', 'Pat Cummins', 'Mitchell Starc', 'Adam Zampa', 'Josh Hazlewood']"
T20I # 1397,Botswana,Mozambique,/series/icc-men-s-t20-world-cup-sub-regional-africa-a-2021-22-1283591/botswana-vs-mozambique-7th-match-group-b-1283048/full-scorecard,"['Tharindu Perera', 'Reginald Nehonde', 'Karabo Motlhanka', 'James Moses', 'Vinoo Balakrishnan', 'Valentine Mbazo', 'Adithiya Rangaswamy', 'Boemo Khumalo', 'Mmoloki Mooketsi', 'Phemelo Silas', 'Dhruvkumar Maisuria']","['Jose Bulele', 'Francisco Couana', 'Last Emilio', 'Joao Hou', 'Santana Dima', 'Filipe Cossa', 'Vieira Tembo', 'Agostinho Navicha', 'Shelton Nhavotso', 'Lourenço Simango', 'Zefanias Matsinhe']"
