match_id,first_bat_team,second_bat_team,url,first_bat_team_players,second_bat_team_players
T20I # 3,South Africa,New Zealand,/series/new-zealand-tour-of-south-africa-2005-06-212910/south-africa-vs-new-zealand-only-t20i-222678/full-scorecard,"['Graeme Smith', 'Jacques Kallis', 'Herschelle Gibbs', 'Justin Kemp', 'Mark Boucher', 'Shaun Pollock', 'Ashwell Prince', 'Albie Morkel', 'Charl Langeveldt', 'Makhaya Ntini', 'Andre Nel']","['Stephen Fleming', 'Nathan Astle', 'Hamish Marshall', 'Craig McMillan', 'Scott Styris', 'Jacob Oram', 'Brendon McCullum', 'Kyle Mills', 'Andre Adams', 'Shane Bond', 'James Marshall']"
T20I # 2,England,Australia,/series/australia-tour-of-england-and-scotland-2005-139019/england-vs-australia-only-t20i-211028/full-scorecard,"['Marcus Trescothick', 'Geraint Jones', 'Andrew Flintoff', 'Kevin Pietersen', 'Michael Vaughan', 'Paul Collingwood', 'Andrew Strauss', 'Vikram Solanki', 'Jon Lewis', 'Darren Gough', 'Steve Harmison']","['Adam Gilchrist', 'Matthew Hayden', 'Andrew Symonds', 'Michael Clarke', 'Michael Hussey', 'Ricky Ponting', 'Damien Martyn', 'Brett Lee', 'Jason Gillespie', 'Michael Kasprowicz', 'Glenn McGrath']"
T20I # 1,Australia,New Zealand,/series/australia-tour-of-new-zealand-2004-05-61407/new-zealand-vs-australia-only-t20i-211048/full-scorecard,"['Adam Gilchrist', 'Michael Clarke', 'Andrew Symonds', 'Ricky Ponting', 'Damien Martyn', 'Simon Katich', 'Michael Hussey', 'James Hopes', 'Brett Lee', 'Michael Kasprowicz', 'Glenn McGrath']","['Brendon McCullum', 'Stephen Fleming', 'Mathew Sinclair', 'Scott Styris', 'Craig McMillan', 'Chris Cairns', 'Hamish Marshall', 'Andre Adams', 'Jeff Wilson', 'Kyle Mills', 'Daryl Tuffey']"
T20I # 12,Sri Lanka,New Zealand,/series/sri-lanka-tour-of-new-zealand-2006-07-251037/new-zealand-vs-sri-lanka-2nd-t20i-251488/full-scorecard,"['Upul Tharanga', 'Chamara Kapugedera', 'Mahela Jayawardene', 'Kumar Sangakkara', 'Marvan Atapattu', 'Tillakaratne Dilshan', 'Chamara Silva', 'Malinga Bandara', 'Lasith Malinga', 'Dilhara Fernando', 'Ruchira Perera']","['Brendon McCullum', 'Stephen Fleming', 'Ross Taylor', 'Nathan Astle', 'Peter Fulton', 'Peter McGlashan', 'James Franklin', 'Andre Adams', 'Mark Gillespie', 'Jeetan Patel', 'Michael Mason']"
T20I # 11,New Zealand,Sri Lanka,/series/sri-lanka-tour-of-new-zealand-2006-07-251037/new-zealand-vs-sri-lanka-1st-t20i-251487/full-scorecard,"['Brendon McCullum', 'Stephen Fleming', 'James Franklin', 'Ross Taylor', 'Nathan Astle', 'James Marshall', 'Peter McGlashan', 'Andre Adams', 'Shane Bond', 'Mark Gillespie', 'Jeetan Patel']","['Upul Tharanga', 'Sanath Jayasuriya', 'Mahela Jayawardene', 'Kumar Sangakkara', 'Marvan Atapattu', 'Chamara Silva', 'Chamara Kapugedera', 'Farveez Maharoof', 'Chaminda Vaas', 'Dilhara Fernando', 'Muthiah Muralidaran']"
T20I # 10,South Africa,India,/series/india-tour-of-south-africa-2006-07-249039/south-africa-vs-india-only-t20i-255954/full-scorecard,"['Graeme Smith', 'Loots Bosman', 'Herschelle Gibbs', 'Justin Kemp', 'AB de Villiers', 'Albie Morkel', 'Johan van der Wath', 'Robin Peterson', 'Tyron Henderson', 'Roger Telemachus', 'Charl Langeveldt']","['Virender Sehwag', 'Sachin Tendulkar', 'Dinesh Mongia', 'MS Dhoni', 'Dinesh Karthik', 'Suresh Raina', 'Irfan Pathan', 'Harbhajan Singh', 'Zaheer Khan', 'Ajit Agarkar', 'Sreesanth']"
T20I # 9,Bangladesh,Zimbabwe,/series/zimbabwe-tour-of-bangladesh-2006-07-264061/bangladesh-vs-zimbabwe-only-t20i-264065/full-scorecard,"['Nazmus Sadat', 'Shahriar Nafees', 'Aftab Ahmed', 'Shakib Al Hasan', 'Nadif Chowdhury', 'Farhad Reza', 'Mushfiqur Rahim', 'Mashrafe Mortaza', 'Mohammad Rafique', 'Abdur Razzak', 'Shahadat Hossain']","['Brendan Taylor', 'Stuart Matsikenyeri', 'Elton Chigumbura', 'Hamilton Masakadza', 'Sean Williams', 'Keith Dabengwa', 'Mluleki Nkala', 'Gary Brent', 'Prosper Utseya', 'Chamu Chibhabha', 'Anthony Ireland']"
T20I # 8,England,Pakistan,/series/pakistan-tour-of-england-and-scotland-2006-211973/england-vs-pakistan-only-t20i-225263/full-scorecard,"['Marcus Trescothick', 'Ian Bell', 'Kevin Pietersen', 'Andrew Strauss', 'Paul Collingwood', 'Jamie Dalrymple', 'Michael Yardy', 'Chris Read', 'Sajid Mahmood', 'Darren Gough', 'Stuart Broad']","['Shoaib Malik', 'Mohammad Hafeez', 'Younis Khan', 'Shahid Afridi', 'Mohammad Yousuf', 'Inzamam-ul-Haq', 'Abdul Razzaq', 'Kamran Akmal', 'Naved-ul-Hasan', 'Shoaib Akhtar', 'Mohammad Asif']"
T20I # 7,Sri Lanka,England,/series/sri-lanka-tour-of-england-2006-211972/england-vs-sri-lanka-only-t20i-225271/full-scorecard,"['Sanath Jayasuriya', 'Upul Tharanga', 'Mahela Jayawardene', 'Tillakaratne Dilshan', 'Kumar Sangakkara', 'Russel Arnold', 'Chamara Kapugedera', 'Farveez Maharoof', 'Lasith Malinga', 'Dilhara Fernando', 'Ruchira Perera']","['Marcus Trescothick', 'Andrew Strauss', 'Kevin Pietersen', 'Paul Collingwood', 'Jamie Dalrymple', 'Geraint Jones', 'Tim Bresnan', 'Ed Joyce', 'Liam Plunkett', 'Sajid Mahmood', 'Steve Harmison']"
T20I # 6,South Africa,Australia,/series/australia-tour-of-south-africa-2005-06-212912/south-africa-vs-australia-only-t20i-238195/full-scorecard,"['Graeme Smith', 'Loots Bosman', 'Herschelle Gibbs', 'Shaun Pollock', 'Johan van der Wath', 'AB de Villiers', 'Neil McKenzie', 'Andrew Hall', 'Robin Peterson', 'Roger Telemachus', 'Makhaya Ntini']","['Adam Gilchrist', 'Simon Katich', 'Ricky Ponting', 'Damien Martyn', 'Michael Clarke', 'Shane Watson', 'Brad Hogg', 'Brett Lee', 'Nathan Bracken', 'Mick Lewis', 'Stuart Clark']"
T20I # 5,West Indies,New Zealand,/series/west-indies-tour-of-new-zealand-2005-06-233830/new-zealand-vs-west-indies-only-t20i-237242/full-scorecard,"['Chris Gayle', 'Daren Ganga', 'Runako Morton', 'Dwayne Smith', 'Wavell Hinds', 'Shivnarine Chanderpaul', 'Dwayne Bravo', 'Denesh Ramdin', 'Ian Bradshaw', 'Deighton Butler', 'Jerome Taylor']","['Lou Vincent', 'Stephen Fleming', 'Nathan Astle', 'Scott Styris', 'Chris Cairns', 'Peter Fulton', 'Hamish Marshall', 'Brendon McCullum', 'James Franklin', 'Shane Bond', 'Jeetan Patel']"
T20I # 4,Australia,South Africa,/series/south-africa-tour-of-australia-2005-06-209671/australia-vs-south-africa-only-t20i-226374/full-scorecard,"['James Hopes', 'Damien Martyn', 'Ricky Ponting', 'Andrew Symonds', 'Michael Clarke', 'Michael Hussey', 'Brad Haddin', 'Simon Katich', 'Nathan Bracken', 'Stuart Clark', 'Mick Lewis']","['Graeme Smith', 'Boeta Dippenaar', 'Herschelle Gibbs', 'Mark Boucher', 'Shaun Pollock', 'Jacques Kallis', 'Jacques Rudolph', 'Andrew Hall', 'Johan Botha', 'Garnett Kruger', 'Monde Zondeki']"
T20I # 50,South Africa,West Indies,/series/west-indies-tour-of-zimbabwe-and-south-africa-2007-08-287844/south-africa-vs-west-indies-1st-t20i-319112/full-scorecard,"['Morne van Wyk', 'Herschelle Gibbs', 'Jean-Paul Duminy', 'AB de Villiers', 'Gulam Bodi', 'Shaun Pollock', 'Albie Morkel', 'Vernon Philander', 'Johan Botha', 'Dale Steyn', 'Makhaya Ntini']","['Brenton Parchment', 'Devon Smith', 'Runako Morton', 'Shivnarine Chanderpaul', 'Marlon Samuels', 'Dwayne Bravo', 'Denesh Ramdin', 'Daren Sammy', 'Jerome Taylor', 'Daren Powell', 'Fidel Edwards']"
T20I # 49,Australia,New Zealand,/series/new-zealand-tour-of-australia-2007-08-291319/australia-vs-new-zealand-only-t20i-291343/full-scorecard,"['Adam Gilchrist', 'Michael Clarke', 'Michael Hussey', 'Andrew Symonds', 'Adam Voges', 'Luke Pomersbach', 'Ashley Noffke', 'Brett Lee', 'Nathan Bracken', 'Mitchell Johnson', 'Shaun Tait']","['Lou Vincent', 'Brendon McCullum', 'Jamie How', 'Scott Styris', 'Ross Taylor', 'Mathew Sinclair', 'Jacob Oram', 'Daniel Vettori', 'Kyle Mills', 'Mark Gillespie', 'Jeetan Patel']"
T20I # 48,New Zealand,South Africa,/series/new-zealand-tour-of-south-africa-2007-08-287842/south-africa-vs-new-zealand-only-t20i-298795/full-scorecard,"['Lou Vincent', 'Brendon McCullum', 'Jamie How', 'Ross Taylor', 'Scott Styris', 'Gareth Hopkins', 'Daniel Vettori', 'Kyle Mills', 'Mark Gillespie', 'Jeetan Patel', 'Michael Mason']","['Graeme Smith', 'Jacques Kallis', 'Jean-Paul Duminy', 'AB de Villiers', 'Mark Boucher', 'Shaun Pollock', 'Albie Morkel', 'Vernon Philander', 'Johan Botha', 'Charl Langeveldt', 'Dale Steyn']"
T20I # 47,Australia,India,/series/australia-tour-of-india-2007-08-297424/india-vs-australia-only-t20i-297800/full-scorecard,"['Adam Gilchrist', 'Matthew Hayden', 'Ricky Ponting', 'Andrew Symonds', 'Brad Hodge', 'Michael Clarke', 'Brad Haddin', 'Brett Lee', 'Ben Hilfenhaus', 'Nathan Bracken', 'Stuart Clark']","['Gautam Gambhir', 'Virender Sehwag', 'Robin Uthappa', 'Yuvraj Singh', 'MS Dhoni', 'Rohit Sharma', 'Irfan Pathan', 'Murali Kartik', 'Harbhajan Singh', 'RP Singh', 'Sreesanth']"
T20I # 46,India,Pakistan,/series/icc-world-twenty20-2007-08-286109/india-vs-pakistan-final-287879/full-scorecard,"['Gautam Gambhir', 'Yusuf Pathan', 'Robin Uthappa', 'Yuvraj Singh', 'MS Dhoni', 'Rohit Sharma', 'Irfan Pathan', 'Harbhajan Singh', 'Joginder Sharma', 'Sreesanth', 'RP Singh']","['Mohammad Hafeez', 'Imran Nazir', 'Kamran Akmal', 'Younis Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Shahid Afridi', 'Yasir Arafat', 'Sohail Tanvir', 'Umar Gul', 'Mohammad Asif']"
T20I # 45,India,Australia,/series/icc-world-twenty20-2007-08-286109/australia-vs-india-2nd-semi-final-287878/full-scorecard,"['Gautam Gambhir', 'Virender Sehwag', 'Robin Uthappa', 'Yuvraj Singh', 'MS Dhoni', 'Rohit Sharma', 'Irfan Pathan', 'Harbhajan Singh', 'Joginder Sharma', 'Sreesanth', 'RP Singh']","['Adam Gilchrist', 'Matthew Hayden', 'Brad Hodge', 'Andrew Symonds', 'Michael Hussey', 'Michael Clarke', 'Brad Haddin', 'Brett Lee', 'Mitchell Johnson', 'Nathan Bracken', 'Stuart Clark']"
T20I # 44,New Zealand,Pakistan,/series/icc-world-twenty20-2007-08-286109/new-zealand-vs-pakistan-1st-semi-final-287877/full-scorecard,"['Lou Vincent', 'Brendon McCullum', 'Scott Styris', 'Peter Fulton', 'Ross Taylor', 'Craig McMillan', 'Jacob Oram', 'Daniel Vettori', 'Shane Bond', 'Jeetan Patel', 'Mark Gillespie']","['Mohammad Hafeez', 'Imran Nazir', 'Younis Khan', 'Shoaib Malik', 'Shahid Afridi', 'Misbah-ul-Haq', 'Fawad Alam', 'Kamran Akmal', 'Sohail Tanvir', 'Umar Gul', 'Mohammad Asif']"
T20I # 43,India,South Africa,/series/icc-world-twenty20-2007-08-286109/south-africa-vs-india-24th-match-group-e-287876/full-scorecard,"['Gautam Gambhir', 'Virender Sehwag', 'Dinesh Karthik', 'Robin Uthappa', 'Rohit Sharma', 'MS Dhoni', 'Irfan Pathan', 'Harbhajan Singh', 'Joginder Sharma', 'Sreesanth', 'RP Singh']","['Herschelle Gibbs', 'Graeme Smith', 'AB de Villiers', 'Justin Kemp', 'Mark Boucher', 'Shaun Pollock', 'Albie Morkel', 'Vernon Philander', 'Johan van der Wath', 'Morne Morkel', 'Makhaya Ntini']"
T20I # 42,Bangladesh,Pakistan,/series/icc-world-twenty20-2007-08-286109/bangladesh-vs-pakistan-23rd-match-group-f-287875/full-scorecard,"['Tamim Iqbal', 'Zunaed Siddique', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Nadif Chowdhury', 'Mahmudullah', 'Mashrafe Mortaza', 'Mushfiqur Rahim', 'Abdur Razzak', 'Syed Rasel']","['Imran Nazir', 'Shahid Afridi', 'Mohammad Hafeez', 'Salman Butt', 'Younis Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Kamran Akmal', 'Mohammad Asif', 'Umar Gul', 'Sohail Tanvir']"
T20I # 41,Sri Lanka,Australia,/series/icc-world-twenty20-2007-08-286109/australia-vs-sri-lanka-22nd-match-group-f-287874/full-scorecard,"['Upul Tharanga', 'Sanath Jayasuriya', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Chamara Silva', 'Tillakaratne Dilshan', 'Jehan Mubarak', 'Farveez Maharoof', 'Chaminda Vaas', 'Lasith Malinga', 'Dilhara Fernando']","['Adam Gilchrist', 'Matthew Hayden', 'Brad Hodge', 'Andrew Symonds', 'Michael Hussey', 'Michael Clarke', 'Shane Watson', 'Brett Lee', 'Mitchell Johnson', 'Nathan Bracken', 'Stuart Clark']"
T20I # 40,India,England,/series/icc-world-twenty20-2007-08-286109/england-vs-india-21st-match-group-e-287873/full-scorecard,"['Gautam Gambhir', 'Virender Sehwag', 'Robin Uthappa', 'MS Dhoni', 'Yuvraj Singh', 'Irfan Pathan', 'Rohit Sharma', 'Harbhajan Singh', 'Joginder Sharma', 'Sreesanth', 'RP Singh']","['Darren Maddy', 'Vikram Solanki', 'Kevin Pietersen', 'Paul Collingwood', 'Owais Shah', 'Andrew Flintoff', 'Luke Wright', 'Dimitri Mascarenhas', 'Chris Tremlett', 'Stuart Broad', 'James Anderson']"
T20I # 39,New Zealand,South Africa,/series/icc-world-twenty20-2007-08-286109/south-africa-vs-new-zealand-20th-match-group-e-287872/full-scorecard,"['Lou Vincent', 'Brendon McCullum', 'Ross Taylor', 'Scott Styris', 'Craig McMillan', 'Jacob Oram', 'Nathan McCullum', 'Daniel Vettori', 'Shane Bond', 'Mark Gillespie', 'Chris Martin']","['Graeme Smith', 'Herschelle Gibbs', 'AB de Villiers', 'Justin Kemp', 'Mark Boucher', 'Shaun Pollock', 'Vernon Philander', 'Albie Morkel', 'Johan van der Wath', 'Morne Morkel', 'Andre Nel']"
T20I # 38,Sri Lanka,Bangladesh,/series/icc-world-twenty20-2007-08-286109/bangladesh-vs-sri-lanka-19th-match-group-f-287871/full-scorecard,"['Upul Tharanga', 'Sanath Jayasuriya', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Chamara Silva', 'Tillakaratne Dilshan', 'Jehan Mubarak', 'Farveez Maharoof', 'Chaminda Vaas', 'Dilhara Fernando', 'Lasith Malinga']","['Tamim Iqbal', 'Nazimuddin', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Nadif Chowdhury', 'Mahmudullah', 'Mashrafe Mortaza', 'Mushfiqur Rahim', 'Abdur Razzak', 'Syed Rasel']"
T20I # 37,Australia,Pakistan,/series/icc-world-twenty20-2007-08-286109/australia-vs-pakistan-18th-match-group-f-287870/full-scorecard,"['Adam Gilchrist', 'Matthew Hayden', 'Ricky Ponting', 'Andrew Symonds', 'Michael Hussey', 'Brad Hodge', 'Michael Clarke', 'Brett Lee', 'Mitchell Johnson', 'Nathan Bracken', 'Stuart Clark']","['Imran Nazir', 'Mohammad Hafeez', 'Salman Butt', 'Younis Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Shahid Afridi', 'Kamran Akmal', 'Mohammad Asif', 'Umar Gul', 'Sohail Tanvir']"
T20I # 36,New Zealand,England,/series/icc-world-twenty20-2007-08-286109/england-vs-new-zealand-17th-match-group-e-287869/full-scorecard,"['Lou Vincent', 'Brendon McCullum', 'Peter Fulton', 'Ross Taylor', 'Scott Styris', 'Craig McMillan', 'Jacob Oram', 'Daniel Vettori', 'Shane Bond', 'Mark Gillespie', 'Chris Martin']","['Darren Maddy', 'Vikram Solanki', 'Kevin Pietersen', 'Paul Collingwood', 'Owais Shah', 'Andrew Flintoff', 'Luke Wright', 'Dimitri Mascarenhas', 'Chris Schofield', 'Stuart Broad', 'James Anderson']"
T20I # 35,Pakistan,Sri Lanka,/series/icc-world-twenty20-2007-08-286109/pakistan-vs-sri-lanka-16th-match-group-f-287868/full-scorecard,"['Salman Butt', 'Imran Nazir', 'Mohammad Hafeez', 'Younis Khan', 'Shoaib Malik', 'Shahid Afridi', 'Kamran Akmal', 'Misbah-ul-Haq', 'Mohammad Asif', 'Umar Gul', 'Sohail Tanvir']","['Upul Tharanga', 'Sanath Jayasuriya', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Chamara Silva', 'Tillakaratne Dilshan', 'Jehan Mubarak', 'Gayan Wijekoon', 'Chaminda Vaas', 'Lasith Malinga', 'Dilhara Fernando']"
T20I # 34,South Africa,England,/series/icc-world-twenty20-2007-08-286109/south-africa-vs-england-15th-match-group-e-287867/full-scorecard,"['Graeme Smith', 'Jean-Paul Duminy', 'AB de Villiers', 'Justin Kemp', 'Mark Boucher', 'Shaun Pollock', 'Albie Morkel', 'Vernon Philander', 'Johan van der Wath', 'Morne Morkel', 'Makhaya Ntini']","['Luke Wright', 'Matt Prior', 'Kevin Pietersen', 'Paul Collingwood', 'Owais Shah', 'Andrew Flintoff', 'Jeremy Snape', 'Dimitri Mascarenhas', 'Chris Schofield', 'Stuart Broad', 'James Anderson']"
T20I # 33,Bangladesh,Australia,/series/icc-world-twenty20-2007-08-286109/australia-vs-bangladesh-14th-match-group-f-287866/full-scorecard,"['Tamim Iqbal', 'Nazimuddin', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Mashrafe Mortaza', 'Alok Kapali', 'Farhad Reza', 'Mushfiqur Rahim', 'Abdur Razzak', 'Syed Rasel']","['Adam Gilchrist', 'Matthew Hayden', 'Ricky Ponting', 'Andrew Symonds', 'Michael Hussey', 'Brad Hodge', 'Michael Clarke', 'Brett Lee', 'Mitchell Johnson', 'Nathan Bracken', 'Stuart Clark']"
T20I # 32,New Zealand,India,/series/icc-world-twenty20-2007-08-286109/india-vs-new-zealand-13th-match-group-e-287865/full-scorecard,"['Lou Vincent', 'Brendon McCullum', 'Peter Fulton', 'Ross Taylor', 'Scott Styris', 'Craig McMillan', 'Jacob Oram', 'Daniel Vettori', 'Shane Bond', 'Mark Gillespie', 'Jeetan Patel']","['Gautam Gambhir', 'Virender Sehwag', 'Robin Uthappa', 'MS Dhoni', 'Yuvraj Singh', 'Dinesh Karthik', 'Irfan Pathan', 'Ajit Agarkar', 'Harbhajan Singh', 'Sreesanth', 'RP Singh']"
T20I # 31,Bangladesh,South Africa,/series/icc-world-twenty20-2007-08-286109/south-africa-vs-bangladesh-12th-match-group-a-287864/full-scorecard,"['Tamim Iqbal', 'Nazimuddin', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Alok Kapali', 'Mashrafe Mortaza', 'Farhad Reza', 'Mushfiqur Rahim', 'Abdur Razzak', 'Syed Rasel']","['Graeme Smith', 'Jean-Paul Duminy', 'Albie Morkel', 'AB de Villiers', 'Justin Kemp', 'Mark Boucher', 'Shaun Pollock', 'Johan van der Wath', 'Vernon Philander', 'Makhaya Ntini', 'Morne Morkel']"
T20I # 30,New Zealand,Sri Lanka,/series/icc-world-twenty20-2007-08-286109/new-zealand-vs-sri-lanka-11th-match-group-c-287863/full-scorecard,"['Lou Vincent', 'Brendon McCullum', 'Peter Fulton', 'Ross Taylor', 'Scott Styris', 'Craig McMillan', 'Jacob Oram', 'Daniel Vettori', 'Shane Bond', 'Mark Gillespie', 'Chris Martin']","['Upul Tharanga', 'Sanath Jayasuriya', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Chamara Silva', 'Tillakaratne Dilshan', 'Jehan Mubarak', 'Gayan Wijekoon', 'Dilhara Fernando', 'Lasith Malinga', 'Chaminda Vaas']"
T20I # 29,India,Pakistan,/series/icc-world-twenty20-2007-08-286109/india-vs-pakistan-10th-match-group-d-287862/full-scorecard,"['Gautam Gambhir', 'Virender Sehwag', 'Robin Uthappa', 'Yuvraj Singh', 'Dinesh Karthik', 'MS Dhoni', 'Irfan Pathan', 'Harbhajan Singh', 'Ajit Agarkar', 'Sreesanth', 'RP Singh']","['Salman Butt', 'Imran Nazir', 'Kamran Akmal', 'Younis Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Shahid Afridi', 'Yasir Arafat', 'Mohammad Asif', 'Umar Gul', 'Sohail Tanvir']"
T20I # 28,England,Australia,/series/icc-world-twenty20-2007-08-286109/australia-vs-england-9th-match-group-b-287861/full-scorecard,"['Darren Maddy', 'Matt Prior', 'Luke Wright', 'Kevin Pietersen', 'Paul Collingwood', 'Andrew Flintoff', 'Owais Shah', 'Dimitri Mascarenhas', 'Chris Schofield', 'Stuart Broad', 'James Kirtley']","['Adam Gilchrist', 'Matthew Hayden', 'Ricky Ponting', 'Andrew Symonds', 'Michael Hussey', 'Brad Hodge', 'Michael Clarke', 'Brett Lee', 'Mitchell Johnson', 'Nathan Bracken', 'Stuart Clark']"
T20I # 27,Sri Lanka,Kenya,/series/icc-world-twenty20-2007-08-286109/kenya-vs-sri-lanka-8th-match-group-c-287860/full-scorecard,"['Upul Tharanga', 'Sanath Jayasuriya', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Chamara Silva', 'Tillakaratne Dilshan', 'Jehan Mubarak', 'Gayan Wijekoon', 'Dilhara Fernando', 'Lasith Malinga', 'Chaminda Vaas']","['Morris Ouma', 'David Obuya', 'Nehemiah Odhiambo', 'Tanmay Mishra', 'Steve Tikolo', 'Collins Obuya', 'Alex Obanda', 'Jimmy Kamande', 'Lameck Onyango', 'Peter Ongondo', 'Thomas Odoyo']"
T20I # 26,India,Scotland,/series/icc-world-twenty20-2007-08-286109/india-vs-scotland-7th-match-group-d-287859/full-scorecard,[],[]
T20I # 25,England,Zimbabwe,/series/icc-world-twenty20-2007-08-286109/england-vs-zimbabwe-6th-match-group-b-287858/full-scorecard,"['Darren Maddy', 'Matt Prior', 'Luke Wright', 'Kevin Pietersen', 'Paul Collingwood', 'Andrew Flintoff', 'Owais Shah', 'Dimitri Mascarenhas', 'Chris Schofield', 'Stuart Broad', 'James Anderson']","['Vusi Sibanda', 'Brendan Taylor', 'Tatenda Taibu', 'Chamu Chibhabha', 'Stuart Matsikenyeri', 'Elton Chigumbura', 'Hamilton Masakadza', 'Prosper Utseya', 'Keith Dabengwa', 'Gary Brent', 'Tawanda Mupariwa']"
T20I # 24,West Indies,Bangladesh,/series/icc-world-twenty20-2007-08-286109/bangladesh-vs-west-indies-5th-match-group-a-287857/full-scorecard,"['Chris Gayle', 'Devon Smith', 'Shivnarine Chanderpaul', 'Marlon Samuels', 'Ramnaresh Sarwan', 'Denesh Ramdin', 'Dwayne Smith', 'Dwayne Bravo', 'Daren Powell', 'Ravi Rampaul', 'Fidel Edwards']","['Tamim Iqbal', 'Nazimuddin', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Alok Kapali', 'Farhad Reza', 'Mushfiqur Rahim', 'Mashrafe Mortaza', 'Syed Rasel', 'Abdur Razzak']"
T20I # 23,Australia,Zimbabwe,/series/icc-world-twenty20-2007-08-286109/australia-vs-zimbabwe-4th-match-group-b-287856/full-scorecard,"['Adam Gilchrist', 'Matthew Hayden', 'Ricky Ponting', 'Andrew Symonds', 'Michael Hussey', 'Brad Hodge', 'Brad Haddin', 'Brett Lee', 'Mitchell Johnson', 'Nathan Bracken', 'Stuart Clark']","['Vusi Sibanda', 'Brendan Taylor', 'Chamu Chibhabha', 'Tatenda Taibu', 'Stuart Matsikenyeri', 'Hamilton Masakadza', 'Elton Chigumbura', 'Keith Dabengwa', 'Prosper Utseya', 'Gary Brent', 'Tawanda Mupariwa']"
T20I # 22,Pakistan,Scotland,/series/icc-world-twenty20-2007-08-286109/pakistan-vs-scotland-3rd-match-group-d-287855/full-scorecard,"['Salman Butt', 'Imran Nazir', 'Mohammad Hafeez', 'Younis Khan', 'Shoaib Malik', 'Shahid Afridi', 'Misbah-ul-Haq', 'Kamran Akmal', 'Yasir Arafat', 'Umar Gul', 'Mohammad Asif']","['Fraser Watts', 'Ryan Watson', 'Navdeep Poonia', 'Gavin Hamilton', 'Neil McCallum', 'Dougie Brown', 'Colin Smith', 'Majid Haq', 'Craig Wright', 'John Blain', 'Dewald Nel']"
T20I # 21,Kenya,New Zealand,/series/icc-world-twenty20-2007-08-286109/kenya-vs-new-zealand-2nd-match-group-c-287854/full-scorecard,"['Morris Ouma', 'David Obuya', 'Tanmay Mishra', 'Steve Tikolo', 'Collins Obuya', 'Thomas Odoyo', 'Nehemiah Odhiambo', 'Alex Obanda', 'Jimmy Kamande', 'Rajesh Bhudia', 'Peter Ongondo']","['Lou Vincent', 'Brendon McCullum', 'Peter Fulton', 'Ross Taylor', 'Scott Styris', 'Jacob Oram', 'Craig McMillan', 'Daniel Vettori', 'Shane Bond', 'Mark Gillespie', 'Chris Martin']"
T20I # 20,West Indies,South Africa,/series/icc-world-twenty20-2007-08-286109/south-africa-vs-west-indies-1st-match-group-a-287853/full-scorecard,"['Chris Gayle', 'Devon Smith', 'Marlon Samuels', 'Shivnarine Chanderpaul', 'Dwayne Smith', 'Ramnaresh Sarwan', 'Denesh Ramdin', 'Dwayne Bravo', 'Daren Powell', 'Ravi Rampaul', 'Fidel Edwards']","['Graeme Smith', 'Herschelle Gibbs', 'AB de Villiers', 'Justin Kemp', 'Mark Boucher', 'Shaun Pollock', 'Albie Morkel', 'Johan van der Wath', 'Vernon Philander', 'Makhaya Ntini', 'Morne Morkel']"
T20I # 19,Kenya,Pakistan,/series/twenty20-quadrangular-in-kenya-2007-08-306979/kenya-vs-pakistan-6th-match-306991/full-scorecard,"['David Obuya', 'Jimmy Kamande', 'Tanmay Mishra', 'Collins Obuya', 'Thomas Odoyo', 'Tony Suji', 'Alex Obanda', 'Rajesh Bhudia', 'Lameck Onyango', 'Peter Ongondo', 'Hiren Varaiya']","['Shoaib Malik', 'Mohammad Hafeez', 'Misbah-ul-Haq', 'Fawad Alam', 'Salman Butt', 'Younis Khan', 'Imran Nazir', 'Kamran Akmal', 'Abdur Rehman', 'Umar Gul', 'Shoaib Akhtar']"
T20I # 18,Pakistan,Bangladesh,/series/twenty20-quadrangular-in-kenya-2007-08-306979/bangladesh-vs-pakistan-4th-match-306989/full-scorecard,"['Salman Butt', 'Imran Nazir', 'Younis Khan', 'Shoaib Malik', 'Shahid Afridi', 'Misbah-ul-Haq', 'Kamran Akmal', 'Yasir Arafat', 'Shoaib Akhtar', 'Iftikhar Anjum', 'Mohammad Asif']","['Tamim Iqbal', 'Nazimuddin', 'Aftab Ahmed', 'Mohammad Ashraful', 'Alok Kapali', 'Mahmudullah', 'Mashrafe Mortaza', 'Farhad Reza', 'Mushfiqur Rahim', 'Syed Rasel', 'Abdur Razzak']"
